loyalty_number,loyalty_card,clv,province,enrollment_year,gender,marital_status,education,churn_score,risk_tier,final_segment,segment_name,strategic_quadrant,behaviour_cluster,flights_18m,active_months_18m,months_since_last_flight,flight_trend,redemption_ratio,seasons_flown,pts_earned_18m,distance_18m,enrollment_tenure_months,churn_label
315361,Nova,9206.6,Alberta,2015,Female,Married,Master,0.031954437,Low Risk,Champions,Road Warriors,Champions,3,33,13,1.0,-3,0.0255656205727042,4.0,46586.0,46586,32,0
459636,Nova,9206.6,Ontario,2015,Male,Married,Master,0.0040710983,Low Risk,Champions,Road Warriors,Champions,3,35,14,0.0,-3,0.0070114119678275,4.0,47494.0,47494,34,0
299419,Nova,9215.54,Saskatchewan,2012,Male,Married,Bachelor,0.060104925,Low Risk,Champions,Road Warriors,Champions,1,25,10,3.0,-2,0.0272934885534451,4.0,35906.0,35906,66,0
819497,Nova,9217.98,British Columbia,2017,Male,Divorced,Bachelor,0.05448851,Low Risk,Champions,Road Warriors,Champions,1,23,9,0.0,4,0.0,4.0,35926.0,35926,11,0
515634,Nova,2828.1,Ontario,2018,Female,Single,Bachelor,0.00058046833,Low Risk,Loyalists,Road Warriors,Loyalists,0,34,3,0.0,34,0.0,2.0,78216.0,52144,3,0
950216,Nova,2842.03,Ontario,2018,Male,Single,Bachelor,0.0041471613,Low Risk,Loyalists,Occasional Flyers,Loyalists,4,13,3,1.0,7,0.0342385614877763,1.0,16239.0,10826,4,0
770524,Nova,9227.57,Ontario,2018,Male,Single,College,0.0035496561,Low Risk,Champions,Occasional Flyers,Champions,4,0,0,0.0,0,0.0,0.0,0.0,0,0,0
375987,Nova,9227.95,Saskatchewan,2015,Female,Married,College,0.24050675,Low Risk,Champions,Road Warriors,Champions,3,34,10,0.0,11,0.0101903435468895,4.0,43080.0,43080,30,0
514616,Nova,9227.95,Ontario,2018,Female,Married,College,0.1789195,Low Risk,Champions,Road Warriors,Champions,1,17,5,0.0,9,0.0,3.0,19439.0,19439,5,0
550686,Nova,9233.19,Manitoba,2012,Female,Married,Bachelor,0.041530598,Low Risk,Champions,Road Warriors,Champions,1,22,10,0.0,-2,0.0412404611138171,4.0,30795.0,30795,69,0
622324,Nova,9238.31,Ontario,2012,Female,Single,College,0.023894545,Low Risk,Champions,Road Warriors,Champions,1,23,9,1.0,3,0.0,3.0,31987.0,31987,68,0
232137,Nova,9246.22,Quebec,2014,Female,Married,Bachelor,0.060596284,Low Risk,Champions,Road Warriors,Champions,3,29,12,0.0,5,0.0160551805107132,4.0,34070.0,34070,46,0
867046,Nova,9247.46,British Columbia,2018,Male,Married,Bachelor,0.003542776,Low Risk,Champions,Occasional Flyers,Champions,4,0,0,0.0,0,0.0,0.0,0.0,0,0,0
585853,Nova,9256.92,Ontario,2013,Female,Married,Doctor,0.031205093,Low Risk,Champions,Road Warriors,Champions,3,38,13,1.0,-3,0.0249668714612697,4.0,66408.0,66408,57,0
706106,Nova,9256.92,British Columbia,2016,Female,Married,Doctor,0.062553786,Low Risk,Champions,Road Warriors,Champions,1,25,11,1.0,-4,0.0452147520053959,4.0,41513.0,41513,24,0
486422,Nova,9259.72,British Columbia,2014,Male,Married,College,1.0,Dormant,Dormant,Dormant,At-Risk Stars,-1,0,0,0.0,0,0.0,0.0,0.0,0,46,2
372353,Nova,9259.73,British Columbia,2013,Female,Married,Doctor,0.06052556,Low Risk,Champions,Road Warriors,Champions,3,28,9,1.0,2,0.0174842156386595,4.0,41180.0,41180,65,0
772608,Nova,9263.18,Ontario,2018,Female,Married,Bachelor,0.0021721222,Low Risk,Champions,Occasional Flyers,Champions,4,0,0,0.0,0,0.0,0.0,0.0,0,0,0
280602,Nova,9264.33,Nova Scotia,2014,Female,Married,Bachelor,1.0,Dormant,Dormant,Dormant,At-Risk Stars,-1,0,0,0.0,0,0.0,0.0,0.0,0,51,2
144523,Nova,9269.68,Quebec,2013,Male,Married,High School or Below,0.006128117,Low Risk,Champions,Road Warriors,Champions,3,34,13,0.0,4,0.023623117028684,4.0,58883.0,58883,58,0
438746,Nova,9275.68,British Columbia,2012,Male,Single,Bachelor,0.009180382,Low Risk,Champions,Road Warriors,Champions,3,35,14,0.0,-3,0.0195064819676103,4.0,49522.0,49522,66,0
628837,Nova,9283.74,Ontario,2018,Female,Married,Bachelor,0.002099574,Low Risk,Champions,Occasional Flyers,Champions,4,0,0,0.0,0,0.0,0.0,0.0,0,0,0
530666,Nova,9294.55,Nova Scotia,2013,Male,Married,Bachelor,0.0336485,Low Risk,Champions,Road Warriors,Champions,3,29,11,0.0,1,0.039458100442579,4.0,48127.0,48127,60,0
959821,Nova,9312.59,Quebec,2013,Male,Married,Bachelor,0.03393224,Low Risk,Champions,Road Warriors,Champions,3,32,11,1.0,3,0.0085284429805038,4.0,56165.0,56165,62,0
837932,Nova,9320.09,Ontario,2013,Male,Married,Bachelor,0.13125797,Low Risk,Champions,Road Warriors,Champions,3,36,12,1.0,2,0.019339502504457,4.0,58895.0,58895,61,0
570683,Nova,9320.24,Quebec,2013,Male,Married,High School or Below,0.029661972,Low Risk,Champions,Road Warriors,Champions,3,32,11,0.0,1,0.0082681177533793,4.0,52007.0,52007,58,0
783610,Nova,9320.28,Ontario,2017,Male,Married,Bachelor,0.9959353,High Risk,At-Risk Stars,Road Warriors,At-Risk Stars,1,12,4,5.0,-1,0.0,3.0,17557.0,17557,12,1
268076,Nova,9322.09,Ontario,2013,Female,Married,Bachelor,0.15512788,Low Risk,Champions,Road Warriors,Champions,3,30,11,0.0,-3,0.0213013812614411,4.0,42063.0,42063,55,0
966389,Nova,9332.49,Quebec,2017,Female,Single,Bachelor,0.0697885,Low Risk,Champions,Road Warriors,Champions,1,26,9,0.0,10,0.0122139435870143,3.0,37580.0,37580,14,0
413266,Nova,9333.08,Ontario,2016,Male,Single,College,0.21300767,Low Risk,Champions,Road Warriors,Champions,3,31,11,2.0,-5,0.0257749832404817,4.0,43259.0,43259,21,0
516674,Nova,9333.33,British Columbia,2013,Female,Married,Bachelor,0.31053942,Low Risk,Champions,Road Warriors,Champions,1,18,7,0.0,1,0.0212883605197677,4.0,21702.0,21702,54,0
933779,Nova,9333.33,Quebec,2018,Female,Married,Bachelor,0.9995436,High Risk,At-Risk Stars,Fading Flyers,At-Risk Stars,2,8,2,15.0,0,0.0,2.0,12829.0,12829,0,1
385747,Nova,9337.9,Manitoba,2018,Female,Married,Bachelor,1.0,Dormant,Dormant,Dormant,At-Risk Stars,-1,0,0,0.0,0,0.0,0.0,0.0,0,0,2
540901,Nova,9338.08,British Columbia,2013,Male,Single,College,1.0,Dormant,Dormant,Dormant,At-Risk Stars,-1,0,0,0.0,0,0.0,0.0,0.0,0,65,2
996997,Nova,9338.08,Quebec,2012,Female,Single,College,0.0150648365,Low Risk,Champions,Road Warriors,Champions,3,34,12,0.0,2,0.0068237517820243,4.0,62429.0,62429,66,0
530098,Nova,9339.34,Alberta,2013,Male,Married,Bachelor,0.09739291,Low Risk,Champions,Road Warriors,Champions,1,21,8,0.0,2,0.0381214624445464,4.0,32685.0,32685,65,0
289134,Nova,9343.2,British Columbia,2018,Male,Married,Bachelor,1.0,Dormant,Dormant,Dormant,At-Risk Stars,-1,0,0,0.0,0,0.0,0.0,0.0,0,0,2
904693,Nova,9343.2,Ontario,2017,Male,Married,Bachelor,0.23609816,Low Risk,Champions,Road Warriors,Champions,1,16,6,0.0,-3,0.0123301657111442,3.0,25466.0,25466,8,0
287799,Nova,9366.82,British Columbia,2016,Male,Single,Bachelor,0.024594259,Low Risk,Champions,Road Warriors,Champions,1,22,9,0.0,6,0.0,3.0,34759.0,34759,28,0
945780,Nova,9372.84,British Columbia,2017,Female,Married,College,0.15897943,Low Risk,Champions,Road Warriors,Champions,3,22,9,0.0,7,0.0094887639149251,4.0,43209.0,43209,16,0
187435,Nova,9378.63,Ontario,2013,Male,Married,Bachelor,0.05415314,Low Risk,Champions,Road Warriors,Champions,1,15,8,0.0,-1,0.0,4.0,22938.0,22938,62,0
789057,Nova,9384.65,Quebec,2018,Female,Married,Bachelor,0.0021833833,Low Risk,Champions,Occasional Flyers,Champions,4,0,0,0.0,0,0.0,0.0,0.0,0,0,0
208787,Nova,9388.98,British Columbia,2013,Female,Divorced,Bachelor,0.20882419,Low Risk,Champions,Road Warriors,Champions,3,32,12,1.0,-7,0.0124186064646937,4.0,51294.0,51294,55,0
282545,Nova,9388.98,Quebec,2018,Female,Divorced,Bachelor,0.0020988411,Low Risk,Champions,Occasional Flyers,Champions,4,0,0,0.0,0,0.0,0.0,0.0,0,0,0
517945,Nova,9392.56,Ontario,2015,Female,Single,College,0.1377039,Low Risk,Champions,Road Warriors,Champions,3,44,15,0.0,0,0.0176486462175047,4.0,55585.0,55585,34,0
445549,Nova,9393.97,British Columbia,2016,Male,Married,Bachelor,0.01606635,Low Risk,Champions,Road Warriors,Champions,3,25,10,0.0,4,0.025805979969296,4.0,41037.0,41037,23,0
225930,Nova,2848.56,Ontario,2018,Female,Single,College,0.395306,Low Risk,Loyalists,Road Warriors,Loyalists,1,13,4,0.0,-1,0.0,3.0,32328.0,21552,4,0
967274,Nova,9403.88,British Columbia,2018,Male,Married,Bachelor,0.002123347,Low Risk,Champions,Occasional Flyers,Champions,4,0,0,0.0,0,0.0,0.0,0.0,0,0,0
421748,Nova,9403.96,Manitoba,2016,Female,Divorced,Bachelor,0.16125743,Low Risk,Champions,Road Warriors,Champions,3,43,12,0.0,1,0.0,4.0,67805.0,67805,28,0
852253,Nova,9403.96,Quebec,2017,Female,Divorced,Bachelor,0.4297266,Medium Risk,At-Risk Stars,Road Warriors,At-Risk Stars,1,15,7,0.0,4,0.0176100089978148,4.0,23339.0,23339,10,0
666504,Nova,9404.45,British Columbia,2012,Male,Married,Bachelor,0.014192473,Low Risk,Champions,Road Warriors,Champions,3,33,12,2.0,-5,0.029888350953463,4.0,40484.0,40484,69,0
775639,Nova,9404.45,Ontario,2013,Female,Married,Bachelor,0.006777059,Low Risk,Champions,Road Warriors,Champions,3,33,14,1.0,-3,0.0580030016774079,4.0,45308.0,45308,56,0
364372,Nova,9406.38,British Columbia,2012,Female,Single,Bachelor,1.0,Dormant,Dormant,Dormant,At-Risk Stars,-1,0,0,0.0,0,0.0,0.0,0.0,0,73,2
383826,Nova,9407.45,Ontario,2015,Male,Married,Bachelor,0.38203555,Low Risk,Champions,Road Warriors,Champions,1,24,10,3.0,-6,0.0199407762096774,4.0,31744.0,31744,41,0
437598,Nova,9410.67,Ontario,2012,Male,Married,Bachelor,0.001838093,Low Risk,Champions,Road Warriors,Champions,3,27,11,0.0,9,0.0333326099694017,3.0,46081.0,46081,70,0
610432,Nova,9414.12,Ontario,2017,Male,Married,Doctor,0.005271996,Low Risk,Champions,Road Warriors,Champions,3,41,13,0.0,4,0.0151984075091175,4.0,68823.0,68823,15,0
140769,Nova,9414.94,Ontario,2018,Female,Divorced,Master,1.0,Dormant,Dormant,Dormant,At-Risk Stars,-1,0,0,0.0,0,0.0,0.0,0.0,0,0,2
472921,Nova,9415.53,Saskatchewan,2018,Female,Married,Bachelor,0.001966227,Low Risk,Champions,Occasional Flyers,Champions,4,0,0,0.0,0,0.0,0.0,0.0,0,0,0
270935,Nova,9422.97,Alberta,2013,Female,Married,Bachelor,0.02251785,Low Risk,Champions,Road Warriors,Champions,3,35,12,0.0,-2,0.0228602928063036,4.0,61679.0,61679,64,0
817613,Nova,9422.97,Ontario,2014,Male,Married,Bachelor,0.006064471,Low Risk,Champions,Road Warriors,Champions,1,24,9,0.0,7,0.0483767811916395,4.0,39089.0,39089,51,0
842279,Nova,9427.68,Ontario,2017,Female,Married,Bachelor,0.10410359,Low Risk,Champions,Road Warriors,Champions,1,15,6,0.0,7,0.0,3.0,22908.0,22908,6,0
221446,Nova,9429.63,Ontario,2013,Female,Married,Bachelor,0.031705733,Low Risk,Champions,Road Warriors,Champions,3,26,8,0.0,6,0.0,4.0,51056.0,51056,57,0
341549,Nova,9435.54,British Columbia,2016,Female,Divorced,College,0.14999253,Low Risk,Champions,Road Warriors,Champions,3,25,10,0.0,5,0.013673375326471,4.0,39054.0,39054,22,0
366116,Nova,9448.83,British Columbia,2016,Female,Married,Bachelor,0.016101794,Low Risk,Champions,Road Warriors,Champions,1,25,10,2.0,-2,0.0561177237334065,4.0,29153.0,29153,20,0
437288,Nova,9449.75,Ontario,2014,Male,Married,College,0.18383178,Low Risk,Champions,Road Warriors,Champions,1,18,7,1.0,4,0.0130423003986222,4.0,25839.0,25839,46,0
672781,Nova,9463.11,Ontario,2017,Female,Married,Bachelor,0.08159687,Low Risk,Champions,Road Warriors,Champions,1,16,7,0.0,1,0.0,3.0,21310.0,21310,14,0
235857,Nova,9470.27,Quebec,2015,Male,Married,Bachelor,0.49859738,Medium Risk,At-Risk Stars,Road Warriors,At-Risk Stars,1,21,10,3.0,-2,0.0,4.0,22988.0,22988,34,0
883606,Nova,9470.27,British Columbia,2016,Female,Married,Bachelor,1.0,Dormant,Dormant,Dormant,At-Risk Stars,-1,0,0,0.0,0,0.0,0.0,0.0,0,27,2
521545,Nova,9470.62,Saskatchewan,2014,Female,Married,Bachelor,0.14795114,Low Risk,Champions,Road Warriors,Champions,3,28,11,1.0,-2,0.0103748789597454,4.0,43374.0,43374,46,0
797187,Nova,9472.96,Saskatchewan,2017,Male,Married,College,0.99847215,High Risk,At-Risk Stars,Fading Flyers,At-Risk Stars,2,4,1,7.0,0,0.0,1.0,2376.0,2376,8,1
827190,Nova,9472.97,British Columbia,2013,Female,Married,College,0.08557784,Low Risk,Champions,Road Warriors,Champions,1,22,10,0.0,2,0.019805510534846,4.0,30850.0,30850,55,0
381284,Nova,9476.9,Ontario,2018,Male,Single,College,0.04206601,Low Risk,Champions,Road Warriors,Champions,3,29,10,1.0,1,0.0248245093424472,4.0,48863.0,48863,0,0
397377,Nova,9486.6,British Columbia,2016,Female,Married,Bachelor,0.5858799,Medium Risk,At-Risk Stars,Road Warriors,At-Risk Stars,1,18,8,3.0,-1,0.0868236266005782,4.0,24210.0,24210,24,0
309108,Nova,9487.72,British Columbia,2013,Male,Married,Bachelor,0.0128880935,Low Risk,Champions,Road Warriors,Champions,1,17,9,0.0,0,0.0324569007030723,4.0,31149.0,31149,62,0
716371,Nova,9487.72,Ontario,2015,Female,Married,Bachelor,1.0,Dormant,Dormant,Dormant,At-Risk Stars,-1,0,0,0.0,0,0.0,0.0,0.0,0,36,2
122545,Nova,9490.41,Ontario,2017,Female,Single,College,0.35355055,Low Risk,Champions,Road Warriors,Champions,1,16,7,0.0,3,0.0400017373175816,4.0,23024.0,23024,12,0
159227,Nova,9492.34,Alberta,2016,Female,Married,College,0.0654598,Low Risk,Champions,Road Warriors,Champions,3,29,13,0.0,-1,0.0133299355066355,4.0,51013.0,51013,21,0
698122,Nova,9500.08,British Columbia,2015,Female,Married,Bachelor,0.0054888763,Low Risk,Champions,Road Warriors,Champions,3,36,17,0.0,-1,0.0169249061791699,4.0,53826.0,53826,34,0
319378,Nova,9501.01,British Columbia,2016,Male,Married,Bachelor,0.042734195,Low Risk,Champions,Road Warriors,Champions,3,32,12,0.0,2,0.009700142422726,4.0,51958.0,51958,27,0
366263,Nova,9501.01,Ontario,2016,Male,Married,Bachelor,0.10210246,Low Risk,Champions,Road Warriors,Champions,1,24,7,0.0,6,0.0282745529023878,4.0,30027.0,30027,29,0
466781,Nova,2864.82,Ontario,2018,Female,Single,College,0.048675712,Low Risk,Loyalists,Occasional Flyers,Loyalists,4,5,2,1.0,5,0.0,1.0,14728.5,9819,4,0
537990,Nova,9536.34,British Columbia,2015,Male,Divorced,Bachelor,0.19267523,Low Risk,Champions,Road Warriors,Champions,1,22,10,1.0,2,0.048958079454058,4.0,32824.0,32824,35,0
863751,Nova,9536.34,Quebec,2017,Female,Divorced,Bachelor,0.1881218,Low Risk,Champions,Road Warriors,Champions,1,15,5,0.0,5,0.029824328510111,4.0,22599.0,22599,15,0
194065,Nova,2888.85,Ontario,2018,Female,Married,Bachelor,1.0,Dormant,Dormant,Dormant,Sleeping/Lost,-1,0,0,0.0,0,0.0,0.0,0.0,0,4,2
113874,Nova,2894.24,Ontario,2018,Female,Single,College,0.0997652,Low Risk,Loyalists,Occasional Flyers,Loyalists,4,11,3,1.0,3,0.0,1.0,14839.5,9893,4,0
758695,Nova,9549.11,Ontario,2017,Male,Married,Bachelor,0.116903186,Low Risk,Champions,Road Warriors,Champions,1,22,9,0.0,-2,0.0506533746463693,4.0,37115.0,37115,17,0
215639,Nova,9551.17,New Brunswick,2018,Female,Married,Bachelor,0.38870877,Low Risk,Champions,Occasional Flyers,Champions,4,6,3,2.0,-4,0.0,2.0,8291.0,8291,5,0
953431,Nova,9552.93,Alberta,2013,Female,Married,Bachelor,0.008880828,Low Risk,Champions,Road Warriors,Champions,1,24,8,0.0,3,0.0197389183761296,3.0,34855.0,34855,61,0
998820,Nova,9552.93,Ontario,2015,Male,Married,Bachelor,0.052668728,Low Risk,Champions,Road Warriors,Champions,3,35,13,1.0,0,0.0359706807861167,4.0,53071.0,53071,39,0
400979,Nova,9553.42,Ontario,2016,Male,Single,College,0.10829337,Low Risk,Champions,Road Warriors,Champions,3,32,12,0.0,4,0.0177588906284947,4.0,44710.0,44710,28,0
240963,Nova,2899.32,Ontario,2018,Male,Divorced,Bachelor,0.0094198175,Low Risk,Loyalists,Occasional Flyers,Loyalists,4,4,2,2.0,-2,0.1547320981472208,1.0,5991.0,3994,2,0
943211,Nova,9555.17,Quebec,2015,Male,Divorced,Bachelor,0.14073868,Low Risk,Champions,Road Warriors,Champions,3,26,11,0.0,-1,0.0123892162776669,4.0,43102.0,43102,41,0
512219,Nova,9560.05,Nova Scotia,2015,Female,Married,Doctor,0.14992277,Low Risk,Champions,Road Warriors,Champions,3,26,11,0.0,2,0.0096472051184339,4.0,49859.0,49859,41,0
953673,Nova,9560.05,Quebec,2013,Female,Married,Doctor,0.055094734,Low Risk,Champions,Road Warriors,Champions,3,31,11,0.0,-1,0.0123534567765969,4.0,36508.0,36508,56,0
348238,Nova,9575.36,New Brunswick,2017,Female,Married,College,0.9021716,High Risk,At-Risk Stars,Occasional Flyers,At-Risk Stars,4,9,3,0.0,1,0.0322073841319717,2.0,15276.0,15276,8,1
347001,Nova,9581.28,Ontario,2014,Female,Married,Bachelor,0.07261514,Low Risk,Champions,Road Warriors,Champions,1,19,8,1.0,3,0.0,4.0,23806.0,23806,50,0
175387,Nova,9587.33,Ontario,2017,Female,Married,Bachelor,0.52913237,Medium Risk,At-Risk Stars,Road Warriors,At-Risk Stars,1,19,6,0.0,0,0.0200037250884708,4.0,26845.0,26845,8,1
180137,Nova,9591.23,British Columbia,2018,Male,Married,Bachelor,0.002181706,Low Risk,Champions,Occasional Flyers,Champions,4,0,0,0.0,0,0.0,0.0,0.0,0,0,0
559124,Nova,9591.23,Ontario,2018,Male,Married,Bachelor,0.005860733,Low Risk,Champions,Road Warriors,Champions,3,34,12,0.0,8,0.012782142411772,4.0,48114.0,48114,1,0
242637,Nova,9594.78,Quebec,2013,Female,Married,Bachelor,1.0,Dormant,Dormant,Dormant,At-Risk Stars,-1,0,0,0.0,0,0.0,0.0,0.0,0,65,2
369392,Nova,9594.78,British Columbia,2016,Male,Married,Bachelor,0.012725338,Low Risk,Champions,Road Warriors,Champions,3,29,12,0.0,6,0.0101003359362833,4.0,44949.0,44949,26,0
921746,Nova,2907.9,Ontario,2018,Female,Divorced,Bachelor,1.0,Dormant,Dormant,Dormant,Sleeping/Lost,-1,0,0,0.0,0,0.0,0.0,0.0,0,3,2
421458,Nova,9613.61,Quebec,2012,Female,Married,Bachelor,0.02024557,Low Risk,Champions,Road Warriors,Champions,3,40,14,0.0,2,0.0052590335219851,4.0,57425.0,57425,66,0
886361,Nova,9621.73,Ontario,2018,Female,Married,Bachelor,0.0019962091,Low Risk,Champions,Occasional Flyers,Champions,4,0,0,0.0,0,0.0,0.0,0.0,0,0,0
376572,Nova,9624.94,British Columbia,2013,Female,Single,College,0.44976923,Medium Risk,At-Risk Stars,Road Warriors,At-Risk Stars,1,17,6,2.0,1,0.0,3.0,27310.0,27310,58,0
917798,Nova,9638.07,Ontario,2013,Male,Married,Bachelor,0.17054857,Low Risk,Champions,Road Warriors,Champions,1,19,7,0.0,0,0.0273299786060806,4.0,33187.0,33187,63,0
647214,Nova,9642.21,Ontario,2015,Female,Divorced,Bachelor,0.3755588,Low Risk,Champions,Road Warriors,Champions,3,38,12,0.0,3,0.0087079445858071,4.0,53055.0,53055,33,0
264690,Nova,9656.21,Ontario,2015,Female,Single,Bachelor,0.07193751,Low Risk,Champions,Road Warriors,Champions,3,33,13,1.0,-6,0.0090640472767928,4.0,50088.0,50088,33,0
150909,Nova,9656.76,British Columbia,2015,Female,Single,College,0.5911679,Medium Risk,At-Risk Stars,Road Warriors,At-Risk Stars,1,24,9,0.0,4,0.0,4.0,32075.0,32075,39,0
686196,Nova,9656.76,Quebec,2016,Male,Single,College,0.02142505,Low Risk,Champions,Road Warriors,Champions,1,25,9,0.0,1,0.0231325539924707,3.0,40376.0,40376,25,0
181607,Nova,9657.58,Quebec,2018,Female,Married,College,0.0065139984,Low Risk,Champions,Occasional Flyers,Champions,4,0,0,0.0,0,0.0,0.0,0.0,0,0,0
526165,Nova,9657.58,British Columbia,2016,Female,Married,College,0.03426876,Low Risk,Champions,Road Warriors,Champions,3,36,13,0.0,0,0.0,4.0,56765.0,56765,21,0
570406,Nova,9657.58,British Columbia,2015,Female,Married,College,0.12827203,Low Risk,Champions,Road Warriors,Champions,3,33,10,0.0,4,0.0259150766632359,4.0,37893.0,37893,32,0
828895,Nova,9657.58,Ontario,2012,Female,Married,College,0.003325878,Low Risk,Champions,Road Warriors,Champions,3,42,15,0.0,3,0.0,4.0,50740.0,50740,71,0
281571,Nova,9664.33,Ontario,2016,Male,Married,Bachelor,0.014573502,Low Risk,Champions,Road Warriors,Champions,3,33,12,0.0,0,0.0089618061174947,4.0,49432.0,49432,21,0
610631,Nova,9667.13,British Columbia,2015,Male,Divorced,Bachelor,1.0,Dormant,Dormant,Dormant,At-Risk Stars,-1,0,0,0.0,0,0.0,0.0,0.0,0,40,2
182531,Nova,9672.7,British Columbia,2015,Female,Single,College,0.61252034,Medium Risk,At-Risk Stars,Road Warriors,At-Risk Stars,1,22,10,0.0,1,0.0,4.0,30712.0,30712,30,1
115633,Nova,9685.54,Ontario,2012,Male,Married,Bachelor,0.03156879,Low Risk,Champions,Road Warriors,Champions,3,31,13,0.0,3,0.0073413529634727,4.0,50127.0,50127,68,0
284419,Nova,9705.31,Manitoba,2017,Male,Married,Bachelor,0.13175651,Low Risk,Champions,Occasional Flyers,Champions,4,6,3,0.0,4,0.0563342796309439,2.0,11272.0,11272,6,0
793154,Nova,9707.65,British Columbia,2015,Female,Single,Bachelor,0.016157571,Low Risk,Champions,Road Warriors,Champions,3,44,16,0.0,2,0.0085316176856238,4.0,57199.0,57199,31,0
779427,Nova,9708.5,British Columbia,2016,Female,Single,Bachelor,0.033893764,Low Risk,Champions,Road Warriors,Champions,1,22,10,2.0,1,0.01323706377858,4.0,37395.0,37395,21,0
475700,Nova,9709.75,Ontario,2018,Female,Married,College,0.0030049686,Low Risk,Champions,Road Warriors,Champions,3,34,11,0.0,4,0.0256032171581769,4.0,44760.0,44760,0,0
437251,Nova,9732.58,Ontario,2017,Female,Married,Bachelor,0.9988329,High Risk,At-Risk Stars,Fading Flyers,At-Risk Stars,2,8,3,7.0,0,0.0,3.0,9936.0,9936,14,1
981198,Nova,9743.35,Alberta,2018,Female,Married,Bachelor,0.0020369368,Low Risk,Champions,Occasional Flyers,Champions,4,0,0,0.0,0,0.0,0.0,0.0,0,0,0
840135,Nova,9752.7,Quebec,2018,Female,Married,Bachelor,0.5278779,Medium Risk,At-Risk Stars,Occasional Flyers,At-Risk Stars,4,10,3,0.0,4,0.0,2.0,16629.0,16629,5,0
158113,Nova,9764.95,Alberta,2012,Female,Single,College,0.0073415404,Low Risk,Champions,Road Warriors,Champions,3,35,16,0.0,0,0.0085184176747442,4.0,51418.0,51418,72,0
294396,Nova,9764.95,Ontario,2013,Female,Single,College,0.082216084,Low Risk,Champions,Road Warriors,Champions,1,21,8,0.0,2,0.0295421749967204,4.0,38115.0,38115,62,0
114903,Nova,9767.94,British Columbia,2013,Male,Married,Bachelor,0.008472491,Low Risk,Champions,Road Warriors,Champions,1,22,10,0.0,5,0.0142696559045775,4.0,32026.0,32026,56,0
639613,Nova,9774.61,British Columbia,2017,Female,Married,Bachelor,0.01339031,Low Risk,Champions,Road Warriors,Champions,3,28,11,1.0,3,0.0092074190039005,4.0,37687.0,37687,15,0
817102,Nova,9778.73,British Columbia,2015,Male,Married,Bachelor,0.40634575,Medium Risk,At-Risk Stars,Road Warriors,At-Risk Stars,1,26,8,3.0,-8,0.0,4.0,44342.0,44342,35,0
999304,Nova,9778.98,Ontario,2015,Male,Single,College,0.9997198,High Risk,At-Risk Stars,Fading Flyers,At-Risk Stars,2,15,5,12.0,0,0.0415916919438589,3.0,19451.0,19451,41,1
552235,Nova,9780.85,Quebec,2015,Female,Single,College,1.0,Dormant,Dormant,Dormant,At-Risk Stars,-1,0,0,0.0,0,0.0,0.0,0.0,0,35,2
531868,Nova,9787.81,Ontario,2016,Male,Married,Master,0.0055307043,Low Risk,Champions,Road Warriors,Champions,3,26,12,0.0,7,0.0,4.0,36105.0,36105,22,0
826113,Nova,2928.12,Ontario,2018,Male,Married,Bachelor,0.08053504,Low Risk,Loyalists,Occasional Flyers,Loyalists,4,9,2,1.0,9,0.0,1.0,29937.0,19958,3,0
765202,Nova,9788.71,Nova Scotia,2017,Female,Married,Bachelor,0.12456307,Low Risk,Champions,Road Warriors,Champions,1,21,8,0.0,3,0.0145280531835635,4.0,34898.0,34898,11,0
136516,Nova,9799.18,Manitoba,2013,Female,Married,High School or Below,0.02687068,Low Risk,Champions,Road Warriors,Champions,3,38,14,1.0,-1,0.006440802220244,4.0,57291.0,57291,54,0
938628,Nova,9801.29,Ontario,2012,Male,Married,College,0.017864477,Low Risk,Champions,Road Warriors,Champions,3,30,12,0.0,8,0.01451851260135,4.0,50074.0,50074,69,0
965948,Nova,9801.29,British Columbia,2014,Female,Married,College,0.004315149,Low Risk,Champions,Road Warriors,Champions,3,42,15,0.0,5,0.0253012705163858,4.0,55017.0,55017,45,0
249982,Nova,9802.55,British Columbia,2012,Male,Married,Bachelor,0.0086101,Low Risk,Champions,Road Warriors,Champions,3,39,12,0.0,11,0.0207137733142037,4.0,66912.0,66912,71,0
606117,Nova,9805.83,British Columbia,2014,Female,Married,Bachelor,1.0,Dormant,Dormant,Dormant,At-Risk Stars,-1,0,0,0.0,0,0.0,0.0,0.0,0,52,2
456095,Nova,9806.22,Manitoba,2016,Male,Single,College,0.3467642,Low Risk,Champions,Road Warriors,Champions,3,26,10,2.0,1,0.0,4.0,42118.0,42118,25,0
805140,Nova,9806.22,Quebec,2017,Female,Single,College,0.877225,High Risk,At-Risk Stars,Road Warriors,At-Risk Stars,1,19,6,3.0,-6,0.0122115103710195,4.0,34230.0,34230,12,0
845061,Nova,9807.83,Manitoba,2016,Female,Married,College,0.03974576,Low Risk,Champions,Road Warriors,Champions,3,36,13,0.0,2,0.017908904313492,4.0,63823.0,63823,25,0
346499,Nova,9816.53,Ontario,2018,Female,Married,Bachelor,0.0017345976,Low Risk,Champions,Occasional Flyers,Champions,4,0,0,0.0,0,0.0,0.0,0.0,0,0,0
397817,Nova,9816.53,Quebec,2014,Female,Married,Bachelor,0.05194322,Low Risk,Champions,Road Warriors,Champions,3,31,12,0.0,-1,0.0126081964317258,4.0,45288.0,45288,51,0
