loyalty_number,clv,enrollment_tenure_months,card_tier_encoded,salary_encoded,education_encoded,never_flew_flag,gender_Male,marital_status_Married,marital_status_Single,flights_3m,distance_3m,pts_earned_3m,pts_redeemed_3m,active_months_3m,flights_6m,distance_6m,pts_earned_6m,pts_redeemed_6m,active_months_6m,flights_12m,distance_12m,pts_earned_12m,pts_redeemed_12m,active_months_12m,flights_18m,distance_18m,pts_earned_18m,pts_redeemed_18m,active_months_18m,months_since_last_flight,flight_trend,redemption_ratio,seasons_flown,churn_label
180380,5383.67,72,1,97100.0,3,0,1,0,0,3,2391,2391.0,0,1,9,11282,11282.0,0,4,34,49061,49061.0,0,10,45,62070,62070.0,682,14,1.0,-3,0.010987594651200258,4.0,0
151399,5384.53,68,1,75346.0,3,0,0,1,0,5,8717,8717.0,0,3,8,12736,12736.0,0,5,22,37836,37836.0,0,9,30,50560,50560.0,0,12,0.0,2,0.0,4.0,0
208634,5385.85,17,1,80767.0,1,0,1,1,0,5,4505,4505.0,0,1,9,8049,8049.0,0,4,19,23138,23138.0,0,8,23,29586,29586.0,0,10,1.0,1,0.0,4.0,0
661487,5385.85,13,1,80767.0,1,0,1,1,0,9,14150,14150.0,0,3,12,19733,19733.0,0,5,29,47078,47078.0,1043,9,29,47078,47078.0,1043,9,0.0,6,0.022154721950805048,4.0,0
892723,5386.33,62,1,56578.0,3,0,1,1,0,6,7204,7204.0,0,3,8,9039,9039.0,0,5,14,20820,20820.0,0,8,26,39506,39506.0,0,12,0.0,4,0.0,4.0,0
201292,5387.41,27,1,103118.0,3,0,0,1,0,3,4935,4935.0,0,1,8,9593,9593.0,0,4,25,40864,40864.0,0,9,41,57609,57609.0,0,14,1.0,-2,0.0,4.0,0
259789,2487.65,4,0,28295.0,3,0,1,1,0,20,30596,45894.0,0,2,24,38388,57582.0,600,3,24,38388,57582.0,600,3,24,38388,57582.0,600,3,0.0,16,0.010419922892570595,2.0,0
473563,2588.08,3,0,66671.0,3,0,1,0,0,16,26920,40380.0,0,2,16,26920,40380.0,0,2,16,26920,40380.0,0,2,16,26920,40380.0,0,2,0.0,16,0.0,2.0,0
257880,5389.5,33,1,80516.0,3,0,0,1,0,7,9216,9216.0,0,3,12,14637,14637.0,479,5,12,14637,14637.0,479,5,20,29291,29291.0,479,8,0.0,2,0.016353146017548052,3.0,0
478127,5389.5,31,1,80516.0,3,0,0,1,0,4,8352,8352.0,0,1,6,10539,10539.0,0,3,15,19386,19386.0,531,6,26,34592,34592.0,531,9,0.0,2,0.015350370027752082,4.0,0
826697,5389.5,23,1,80516.0,3,0,0,1,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,2,1200,1200.0,0,1,15.0,0,0.0,1.0,1
844222,5389.5,16,1,80516.0,3,0,1,1,0,0,0,0.0,0,0,0,0,0.0,0,0,3,1647,1647.0,530,1,9,9862,9862.0,530,4,8.0,0,0.053741634556885014,3.0,1
338803,5390.27,0,1,83645.0,3,0,0,1,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0
136089,5391.08,44,1,47595.0,3,0,0,1,0,3,2601,2601.0,0,1,6,5502,5502.0,512,3,16,22163,22163.0,1001,6,23,33114,33114.0,1001,11,0.0,0,0.03022890620281452,4.0,0
246117,5392.44,0,1,87109.0,3,0,0,0,1,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0
179585,5392.5,31,1,90849.0,3,0,0,1,0,1,2153,2153.0,0,1,7,8064,8064.0,0,4,19,22184,22184.0,1210,8,30,37467,37467.0,1634,12,0.0,-5,0.04361171163957616,4.0,0
255994,2661.73,4,0,83303.0,1,0,1,1,0,20,22136,33204.0,1247,2,20,22136,33204.0,1247,2,20,22136,33204.0,1247,2,20,22136,33204.0,1247,2,0.0,20,0.037555716178773645,2.0,0
289116,3383.45,4,0,73510.0,2,0,1,0,1,12,16836,25254.0,0,1,15,18573,27859.5,0,2,15,18573,27859.5,0,2,15,18573,27859.5,0,2,1.0,9,0.0,1.0,0
708458,4571.61,4,0,75781.0,3,0,1,0,1,31,35902,53853.0,740,3,33,37388,56082.0,740,4,33,37388,56082.0,740,4,33,37388,56082.0,740,4,0.0,29,0.013194964516244072,2.0,0
777418,5396.31,6,1,77304.0,3,0,0,1,0,11,8389,8389.0,0,3,15,17848,17848.0,0,5,15,17848,17848.0,0,5,15,17848,17848.0,0,5,0.0,7,0.0,3.0,0
876083,5398.1,41,1,85892.0,3,0,0,0,0,8,8602,8602.0,0,3,9,9625,9625.0,0,4,18,24423,24423.0,0,8,28,37043,37043.0,665,11,0.0,7,0.017952109710336634,4.0,0
982895,5399.58,45,1,83997.0,3,1,0,1,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,2
210442,5762.47,3,0,48410.0,3,0,0,1,0,2,3052,4578.0,0,1,2,3052,4578.0,0,1,2,3052,4578.0,0,1,2,3052,4578.0,0,1,2.0,2,0.0,1.0,0
334574,5403.55,69,1,51978.0,3,1,0,1,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,2
457947,5407.75,0,1,205898.0,5,0,0,1,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0
969653,5407.75,64,1,205898.0,5,0,1,1,0,0,0,0.0,0,0,2,2650,2650.0,0,1,12,15202,15202.0,0,4,21,25149,25149.0,0,7,5.0,-2,0.0,4.0,1
407478,5408.89,65,1,46887.0,3,0,0,0,1,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,8,12095,12095.0,0,4,14.0,0,0.0,2.0,1
787322,5409.96,0,1,73510.0,2,1,0,0,1,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,2
702677,5411.95,21,1,73510.0,2,0,1,0,1,2,4162,4162.0,831,1,5,11221,11221.0,831,2,15,24987,24987.0,1318,5,26,43216,43216.0,1318,9,2.0,-1,0.0304979637171418,4.0,0
432215,5414.9,68,1,73947.0,3,0,0,1,0,5,6190,6190.0,0,2,13,20966,20966.0,473,5,25,34993,34993.0,1178,9,32,43555,43555.0,1178,11,0.0,-3,0.02704626334519573,4.0,0
330515,5416.41,64,1,70872.0,3,0,1,1,0,0,0,0.0,0,0,0,0,0.0,0,0,16,26788,26788.0,943,5,26,39664,39664.0,943,10,7.0,0,0.02377470754336426,4.0,0
664759,5417.74,8,1,72078.0,3,0,0,0,1,6,12246,12246.0,0,2,9,15423,15423.0,0,4,10,16455,16455.0,0,5,10,16455,16455.0,0,5,1.0,3,0.0,2.0,0
693238,5418.15,50,1,74046.0,3,0,1,0,0,4,6112,6112.0,0,1,7,10819,10819.0,0,2,15,21857,21857.0,0,4,20,28741,28741.0,1135,7,0.0,1,0.03949062315159528,4.0,0
233991,5418.46,71,1,63411.0,3,0,0,1,0,1,1372,1372.0,0,1,3,6206,6206.0,0,2,12,19633,19633.0,421,5,20,29854,29854.0,877,9,1.0,-1,0.029376297983519796,4.0,0
142950,5419.46,68,1,85717.0,3,0,1,1,0,7,10676,10676.0,0,3,11,14718,14718.0,377,5,21,28627,28627.0,377,10,29,39437,39437.0,377,14,0.0,3,0.009559550675761341,4.0,0
579283,5419.46,7,1,85717.0,3,0,1,1,0,7,14707,14707.0,0,2,11,20191,20191.0,534,3,12,22638,22638.0,1039,4,12,22638,22638.0,1039,4,0.0,3,0.04589628059015814,3.0,0
981201,5421.52,29,1,50770.0,3,0,0,0,0,8,13526,13526.0,473,2,12,17576,17576.0,473,4,20,30459,30459.0,929,8,32,57899,57899.0,929,12,0.0,4,0.016045182127497885,4.0,0
874937,5423.14,0,1,94119.0,3,1,0,1,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,2
650957,5424.26,48,1,81237.0,3,1,0,1,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,2
448147,5426.14,49,1,73510.0,2,0,1,1,0,7,6734,6734.0,0,2,7,6734,6734.0,0,2,23,31060,31060.0,724,6,25,34630,34630.0,724,8,0.0,7,0.02090672827028588,4.0,0
194200,5427.48,39,1,86467.0,3,0,0,1,0,9,12126,12126.0,660,2,11,15035,15035.0,660,4,16,23459,23459.0,1261,7,20,31911,31911.0,1261,9,0.0,7,0.03951615430415844,3.0,0
652741,6143.9,4,0,64859.0,3,0,0,1,0,19,12047,18070.5,0,2,22,18122,27183.0,0,3,22,18122,27183.0,0,3,22,18122,27183.0,0,3,0.0,16,0.0,2.0,0
776736,5433.21,20,1,53587.0,3,0,1,1,0,4,7433,7433.0,0,2,6,8995,8995.0,0,3,15,19072,19072.0,0,5,21,28597,28597.0,0,7,0.0,2,0.0,4.0,0
741700,5435.77,69,1,73510.0,2,0,0,0,1,3,3732,3732.0,0,1,4,5145,5145.0,562,2,12,19629,19629.0,562,6,16,27101,27101.0,562,8,1.0,2,0.020737242168185677,3.0,0
380526,5437.91,37,1,48985.0,3,0,1,1,0,12,16946,16946.0,0,3,18,25096,25096.0,0,5,23,29396,29396.0,593,7,33,46671,46671.0,593,9,0.0,6,0.012705963017719783,4.0,0
893909,5438.7,0,1,70485.0,3,0,1,1,0,7,11578,11578.0,0,3,9,14738,14738.0,0,4,12,20765,20765.0,0,6,20,31078,31078.0,0,9,0.0,5,0.0,4.0,0
394167,5439.34,46,1,73510.0,2,0,1,0,1,5,6300,6300.0,910,3,8,8712,8712.0,910,6,18,25149,25149.0,1583,9,29,38663,38663.0,1583,14,0.0,2,0.04094353774926933,4.0,0
340467,5439.36,65,1,82534.0,3,0,0,0,1,0,0,0.0,505,0,2,3962,3962.0,505,1,15,28969,28969.0,505,6,24,40379,40379.0,505,10,3.0,-2,0.012506500903935213,4.0,0
374440,5439.8,39,1,76943.0,3,0,0,1,0,8,11978,11978.0,0,3,11,15455,15455.0,544,4,22,31016,31016.0,544,8,33,48916,48916.0,544,13,0.0,5,0.011121105568730067,4.0,0
787651,5439.8,0,1,76943.0,3,1,1,1,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,2
828959,5441.42,36,1,94619.0,3,0,0,1,0,5,3752,3752.0,0,2,9,9448,9448.0,0,3,15,18841,18841.0,0,6,23,31647,31647.0,577,9,1.0,1,0.018232375896609473,4.0,0
526765,5443.76,15,1,62237.0,3,0,0,1,0,3,2349,2349.0,0,1,11,21495,21495.0,0,4,20,32224,32224.0,0,8,28,40975,40975.0,0,11,2.0,-5,0.0,4.0,0
874161,4605.04,3,0,79939.0,1,0,1,0,1,19,28312,42468.0,759,3,19,28312,42468.0,759,3,19,28312,42468.0,759,3,19,28312,42468.0,759,3,0.0,19,0.017872280305170952,2.0,0
729762,5059.99,3,2,83860.0,3,0,0,1,0,2,3268,4902.0,0,1,2,3268,4902.0,0,1,2,3268,4902.0,0,1,2,3268,4902.0,0,1,2.0,2,0.0,1.0,0
545567,5445.37,25,1,60802.0,1,0,1,0,0,9,8695,8695.0,0,3,13,16966,16966.0,0,5,23,32538,32538.0,0,10,31,40586,40586.0,1051,14,0.0,5,0.025895629034642487,4.0,0
289516,5447.84,67,1,72506.0,3,0,0,0,1,3,3285,3285.0,0,1,8,10031,10031.0,0,3,17,24645,24645.0,0,7,21,27793,27793.0,0,8,2.0,-2,0.0,4.0,0
772532,5416.41,4,2,70872.0,3,0,1,1,0,20,33860,50790.0,0,1,23,39008,58512.0,0,2,23,39008,58512.0,0,2,23,39008,58512.0,0,2,0.0,17,0.0,2.0,0
686555,5450.57,62,1,87804.0,3,0,1,1,0,4,4229,4229.0,0,2,7,9759,9759.0,0,4,13,15646,15646.0,0,6,28,39792,39792.0,757,11,0.0,1,0.019023924406915964,4.0,0
491948,5452.17,8,1,96716.0,3,0,1,1,0,9,16409,16409.0,0,3,15,23572,23572.0,0,6,19,30644,30644.0,562,7,19,30644,30644.0,562,7,0.0,3,0.01833964234434147,4.0,0
914316,5452.63,42,1,144697.0,5,0,0,1,0,8,12557,12557.0,0,3,13,22381,22381.0,0,5,27,42293,42293.0,486,9,37,58514,58514.0,486,13,0.0,3,0.008305704617698329,4.0,0
453135,5453.71,57,1,56653.0,3,0,1,0,1,5,8320,8320.0,0,2,10,14281,14281.0,0,5,24,37458,37458.0,591,9,35,56446,56446.0,954,12,1.0,0,0.016901109024554443,4.0,0
639626,5453.71,0,1,82740.0,3,0,1,1,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0
800357,5453.86,44,1,54485.0,3,0,1,1,0,7,14151,14151.0,476,2,9,18461,18461.0,476,3,29,36686,36686.0,853,8,38,52731,52731.0,1476,13,0.0,5,0.027991124765318315,4.0,0
901758,5454.89,35,1,73510.0,2,0,1,0,0,4,9312,9312.0,674,1,8,11818,11818.0,674,3,21,26174,26174.0,1051,7,29,43969,43969.0,1461,11,2.0,0,0.03322795605995133,4.0,0
362855,5457.34,20,1,101226.0,3,0,1,1,0,4,7768,7768.0,0,1,7,9845,9845.0,0,3,21,29809,29809.0,0,7,34,46732,46732.0,0,10,0.0,1,0.0,4.0,0
517729,5460.32,15,1,65131.0,3,0,0,1,0,8,14452,14452.0,371,2,10,17332,17332.0,769,4,15,25980,25980.0,769,7,19,30402,30402.0,769,9,1.0,6,0.025294388527070586,4.0,0
588657,5460.32,40,1,65131.0,3,0,0,1,0,9,18115,18115.0,0,2,11,20332,20332.0,0,4,19,30693,30693.0,0,8,27,43661,43661.0,430,11,0.0,7,0.009848606307688784,4.0,0
275849,5460.37,73,1,54979.0,3,0,0,1,0,8,9439,9439.0,0,3,11,15549,15549.0,0,5,15,21385,21385.0,0,7,24,40680,40680.0,0,10,0.0,5,0.0,4.0,0
760975,5463.91,35,1,64327.0,3,0,1,1,0,5,6485,6485.0,0,1,6,7157,7157.0,0,2,9,11896,11896.0,0,4,10,13905,13905.0,500,5,0.0,4,0.03595828838547285,4.0,0
908728,5463.91,61,1,64327.0,3,0,0,1,0,8,15064,15064.0,1004,3,13,21830,21830.0,1004,6,22,30422,30422.0,1431,11,29,40144,40144.0,1431,14,0.0,3,0.03564667198086887,4.0,0
332082,5465.6,38,1,71730.0,3,0,0,1,0,5,11254,11254.0,0,2,10,16189,16189.0,334,4,18,29097,29097.0,334,7,31,49481,49481.0,727,11,1.0,0,0.014692508235484328,4.0,0
738332,5469.54,22,1,81006.0,3,0,1,1,0,6,8414,8414.0,0,2,11,13814,13814.0,0,4,34,50926,50926.0,0,10,40,60306,60306.0,0,14,1.0,1,0.0,4.0,0
886764,5470.06,7,1,71792.0,3,0,1,1,0,3,6189,6189.0,0,1,10,16504,16504.0,372,4,14,18712,18712.0,372,5,14,18712,18712.0,372,5,1.0,-4,0.019880290722530995,2.0,0
915439,5470.06,36,1,71792.0,3,0,0,1,0,3,5186,5186.0,0,2,4,7379,7379.0,0,3,16,22425,22425.0,0,7,27,37302,37302.0,432,10,1.0,2,0.011581148463889336,4.0,0
993058,5470.06,16,1,71792.0,3,0,0,1,0,4,3605,3605.0,0,2,8,7185,7185.0,0,3,16,17471,17471.0,630,7,21,26092,26092.0,1092,9,1.0,0,0.041851908630998004,4.0,0
200960,5470.18,45,1,50134.0,3,0,0,1,0,9,11832,11832.0,0,2,12,17970,17970.0,0,3,23,31465,31465.0,0,7,33,45017,45017.0,1630,11,0.0,6,0.03620854343914521,4.0,0
744860,5470.18,37,1,50134.0,3,0,0,1,0,0,0,0.0,0,0,0,0,0.0,0,0,8,15704,15704.0,0,3,22,42151,42151.0,389,8,6.0,0,0.009228725297145975,4.0,1
656487,5473.16,0,1,100596.0,3,0,1,0,0,8,16530,16530.0,0,2,10,19051,19051.0,0,4,24,43769,43769.0,0,9,26,45783,45783.0,0,11,1.0,6,0.0,4.0,0
441155,5475.34,49,1,96485.0,3,0,0,1,0,4,8024,8024.0,0,1,5,10035,10035.0,415,2,8,11628,11628.0,415,3,14,20064,20064.0,1088,6,1.0,3,0.05422647527910686,3.0,0
680581,5476.53,72,1,70117.0,3,0,0,1,0,5,5504,5504.0,328,2,8,8769,8769.0,328,4,20,33185,33185.0,328,8,26,45098,45098.0,328,11,1.0,2,0.007273049802652002,4.0,0
114219,5479.56,71,1,72888.0,3,0,0,1,0,10,19742,19742.0,0,3,14,22962,22962.0,379,4,18,30603,30603.0,379,7,21,32457,32457.0,914,9,0.0,6,0.028160335212743012,4.0,0
606712,5479.56,44,1,72888.0,3,0,0,1,0,0,0,0.0,0,0,3,5049,5049.0,0,1,18,24178,24178.0,610,6,26,33126,33126.0,610,9,5.0,-3,0.018414538429028557,4.0,1
793125,5479.56,9,1,72888.0,3,0,0,1,0,11,12080,12080.0,0,3,12,14221,14221.0,0,4,15,18775,18775.0,0,5,15,18775,18775.0,0,5,0.0,10,0.0,4.0,0
997008,5479.56,68,1,72888.0,3,1,0,1,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,2
132337,5480.1,53,1,74825.0,3,0,0,0,1,2,3594,3594.0,0,2,9,13002,13002.0,0,5,19,26606,26606.0,0,8,23,32032,32032.0,0,10,0.0,-5,0.0,3.0,0
280796,5480.7,49,1,66259.0,3,0,1,0,0,4,8648,8648.0,0,1,7,11609,11609.0,0,2,23,29474,29474.0,578,7,34,46573,46573.0,1112,10,0.0,1,0.023876494964893823,4.0,0
564909,5481.5,33,1,83711.0,3,0,0,1,0,6,9558,9558.0,0,2,11,19170,19170.0,0,5,26,41688,41688.0,550,10,32,49212,49212.0,923,12,1.0,1,0.018755588067950905,4.0,0
210770,5482.55,31,1,89953.0,3,0,0,1,0,2,3758,3758.0,0,1,6,8874,8874.0,0,3,15,25916,25916.0,0,7,19,32727,32727.0,0,10,2.0,-2,0.0,4.0,0
741842,5484.59,71,1,66746.0,3,0,1,1,0,6,5033,5033.0,526,2,13,13354,13354.0,526,5,19,21410,21410.0,1100,8,22,27122,27122.0,1588,9,1.0,-1,0.05855025440601726,4.0,0
928188,5490.78,68,1,68114.0,3,1,1,1,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,2
674923,5492.39,1,1,86255.0,3,0,0,0,0,5,6285,6285.0,0,1,10,15706,15706.0,0,4,12,16814,16814.0,0,5,24,34385,34385.0,0,10,1.0,0,0.0,4.0,0
336143,5495.18,64,1,50613.0,3,0,0,0,0,5,7530,7530.0,401,1,9,13151,13151.0,401,3,20,28422,28422.0,401,7,28,43851,43851.0,401,10,1.0,1,0.00914460331577387,4.0,0
801176,5497.66,39,1,52489.0,3,0,0,1,0,6,11552,11552.0,0,2,8,14623,14623.0,0,4,14,21975,21975.0,493,7,26,44002,44002.0,493,12,0.0,4,0.011204036180173628,4.0,0
379281,5498.75,10,1,76300.0,3,0,0,1,0,7,16454,16454.0,0,2,12,19594,19594.0,0,4,14,23217,23217.0,0,6,14,23217,23217.0,0,6,0.0,2,0.0,4.0,0
104739,5498.94,55,1,65565.0,1,1,0,1,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,2
682707,5498.94,14,1,65565.0,1,0,0,1,0,3,6768,6768.0,0,2,5,9604,9604.0,0,3,11,21386,21386.0,0,5,13,24798,24798.0,366,6,0.0,1,0.014759254778611178,4.0,0
924634,5498.94,28,1,65565.0,1,0,1,1,0,2,1460,1460.0,0,1,9,8855,8855.0,0,4,23,28962,28962.0,577,7,32,44932,44932.0,1672,10,0.0,-5,0.03721178669990208,4.0,0
750955,5499.45,50,1,96863.0,3,0,1,1,0,1,924,924.0,0,1,4,3816,3816.0,0,3,11,10302,10302.0,0,5,22,21731,21731.0,0,8,0.0,-2,0.0,4.0,0
811140,5499.45,0,1,96863.0,3,0,1,1,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0
285909,5671.93,3,2,57499.0,3,0,0,1,0,20,35920,53880.0,1227,1,20,35920,53880.0,1227,1,20,35920,53880.0,1227,1,20,35920,53880.0,1227,1,0.0,20,0.0227728285077951,1.0,0
565841,5874.82,3,2,57738.0,3,0,1,1,0,5,7826,11739.0,0,2,12,22410,33615.0,0,4,12,22410,33615.0,0,4,12,22410,33615.0,0,4,1.0,-2,0.0,2.0,0
870203,5502.73,18,1,73510.0,2,0,0,1,0,5,4170,4170.0,795,1,8,7750,7750.0,1247,3,25,31282,31282.0,1854,7,32,37263,37263.0,2163,11,1.0,2,0.05804685613074632,4.0,0
967035,5503.44,60,1,88134.0,3,0,0,1,0,7,11231,11231.0,958,2,11,19353,19353.0,958,4,23,39671,39671.0,1381,8,34,57036,57036.0,1381,11,0.0,3,0.02421277789466302,4.0,0
359446,5504.14,47,1,73510.0,2,0,1,1,0,4,6668,6668.0,0,1,6,9877,9877.0,393,3,20,32922,32922.0,393,7,28,44833,44833.0,393,10,0.0,2,0.008765864430218812,4.0,0
576871,5504.14,19,1,73510.0,2,0,1,1,0,6,8898,8898.0,430,2,10,15098,15098.0,430,3,21,29158,29158.0,430,8,24,33556,33556.0,819,10,1.0,2,0.024406961497198714,4.0,0
821010,5505.06,52,1,94934.0,3,0,1,1,0,2,2962,2962.0,0,1,6,6894,6894.0,0,3,19,27196,27196.0,372,7,35,55125,55125.0,943,13,2.0,-2,0.017106575963718822,4.0,0
966949,5505.06,58,1,94934.0,3,1,1,1,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,2
720465,5505.17,65,1,88120.0,4,0,0,1,0,0,0,0.0,0,0,0,0,0.0,0,0,13,26723,26723.0,0,4,19,32060,32060.0,539,7,6.0,0,0.016812227074235808,4.0,0
122946,5505.69,17,1,101984.0,3,0,1,1,0,6,3186,3186.0,0,1,10,7879,7879.0,0,3,15,15766,15766.0,0,6,24,26970,26970.0,0,10,0.0,2,0.0,4.0,0
474752,5507.06,44,1,73510.0,2,0,1,1,0,4,5480,5480.0,0,1,8,12814,12814.0,0,3,14,22693,22693.0,0,6,25,37847,37847.0,435,10,1.0,0,0.011493645467276138,4.0,0
888297,5507.16,44,1,86759.0,3,0,0,0,1,2,4371,4371.0,648,2,5,10998,10998.0,648,3,18,30036,30036.0,648,7,20,31200,31200.0,648,9,1.0,-1,0.02076923076923077,4.0,0
286989,5507.24,43,1,41779.0,1,0,0,1,0,6,6960,6960.0,0,2,12,10923,10923.0,0,5,19,20622,20622.0,0,8,31,41610,41610.0,0,12,1.0,0,0.0,4.0,0
857912,5926.73,4,2,105829.0,4,0,1,1,0,27,22353,33529.5,0,2,27,22353,33529.5,0,2,27,22353,33529.5,0,2,27,22353,33529.5,0,2,0.0,27,0.0,2.0,0
363483,5508.32,0,1,102170.0,3,1,0,1,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,2
689440,5510.56,6,1,73510.0,2,0,0,0,1,10,11407,11407.0,409,3,11,12140,12140.0,409,4,11,12140,12140.0,409,4,11,12140,12140.0,409,4,0.0,9,0.03369028006589786,3.0,0
154782,5510.97,1,1,104755.0,3,0,0,1,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0
830223,5511.49,60,1,89735.0,3,0,1,0,1,10,14419,14419.0,415,3,14,18388,18388.0,415,5,24,30018,30018.0,415,8,41,50658,50658.0,415,14,0.0,6,0.008192190769473726,4.0,0
908994,5511.49,41,1,89735.0,3,1,0,0,1,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,2
525188,5515.25,54,1,87493.0,3,0,1,0,0,5,5865,5865.0,0,1,9,11906,11906.0,0,3,17,24406,24406.0,468,6,29,43970,43970.0,867,10,1.0,1,0.019717989538321583,4.0,0
137944,5517.2,0,1,76248.0,3,0,0,1,0,7,4807,4807.0,541,3,8,5869,5869.0,541,4,14,14879,14879.0,1087,7,20,23673,23673.0,1087,9,0.0,6,0.04591728973936552,4.0,0
197578,5517.2,69,1,76248.0,3,0,0,1,0,3,6114,6114.0,489,1,6,10253,10253.0,828,4,10,13250,13250.0,1708,6,19,25334,25334.0,1708,9,1.0,0,0.06741927844004106,4.0,0
604039,5519.08,65,1,68791.0,3,1,1,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,2
820454,5519.08,47,1,68791.0,3,0,1,0,0,1,2280,2280.0,0,1,1,2280,2280.0,0,1,16,22339,22339.0,699,6,23,31649,31649.0,699,9,2.0,1,0.02208600587696294,4.0,0
472695,5521.54,46,1,73510.0,2,0,0,0,1,5,4831,4831.0,0,3,8,7771,7771.0,0,4,15,14573,14573.0,0,7,19,17872,17872.0,0,9,0.0,2,0.0,4.0,0
644390,5521.54,72,1,73510.0,2,0,1,0,1,4,6237,6237.0,534,2,5,8010,8010.0,534,3,12,14289,14289.0,534,6,29,39120,39120.0,534,12,0.0,3,0.013650306748466257,4.0,0
878388,5522.52,57,1,94551.0,3,0,0,1,0,3,4194,4194.0,0,2,8,12372,12372.0,456,4,19,31844,31844.0,456,8,30,40846,40846.0,456,13,0.0,-2,0.011163883856436371,4.0,0
837526,5522.77,5,1,66278.0,3,0,0,1,0,7,12267,12267.0,530,2,8,14361,14361.0,530,3,8,14361,14361.0,530,3,8,14361,14361.0,530,3,0.0,6,0.036905507972982386,2.0,0
138908,5524.31,56,1,83393.0,3,0,0,1,0,4,5356,5356.0,0,1,6,9138,9138.0,0,3,19,31250,31250.0,0,9,29,50022,50022.0,0,13,0.0,2,0.0,4.0,0
841957,5524.31,43,1,83393.0,3,1,1,1,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,2
597023,5525.47,54,1,79336.0,3,0,0,1,0,6,11028,11028.0,0,1,14,22140,22140.0,505,3,25,40675,40675.0,505,9,37,54271,54271.0,505,13,0.0,-2,0.009305153765362716,4.0,0
226847,5525.84,67,1,85643.0,3,1,0,1,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,2
199493,5527.99,66,1,73510.0,2,1,0,1,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,2
618379,5528.08,73,1,73510.0,2,0,1,1,0,6,8181,8181.0,584,2,12,14119,14119.0,584,5,35,51108,51108.0,584,11,40,55969,55969.0,584,13,1.0,0,0.010434347585270417,4.0,0
125059,5528.21,0,1,58314.0,3,0,0,0,1,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0
254860,5528.21,42,1,58314.0,3,0,1,0,1,8,7408,7408.0,0,3,14,18606,18606.0,0,6,20,24403,24403.0,0,8,24,27958,27958.0,0,10,0.0,2,0.0,4.0,0
405418,5528.21,45,1,58314.0,3,0,0,0,1,2,1056,1056.0,0,1,7,10109,10109.0,0,3,9,13357,13357.0,523,4,21,31547,31547.0,523,8,1.0,-3,0.01657843852030304,3.0,0
